#,Auto ID,County,District,Central site,Referral sites,Site Code,Distance* (KM),Type,On Treatment,On Care,Load,Total Equipment
474,474,Nairobi,Starehe,      Eastern Deanary Program,Mathare 3A (EDARP),13075,0,FBO,1002,3134,4136,0
475,475,Nairobi,Kamukunji,      Eastern Deanary Program,St Joseph (EDARP) Clinic,13207,0,FBO,0,0,0,0
476,476,Nairobi,Embakasi,Lunga Lunga Health Centre,,13053,0,LA,518,1449,1967,0
477,477,Nairobi,Embakasi,      Lunga Lunga Health Centre,Dandora I Health Centre,12913,10,LA,0,0,0,0
478,478,Nairobi,Embakasi,      Lunga Lunga Health Centre,Dandora II Health Centre,12912,11,LA,627,2120,2747,0
479,479,Nairobi,Embakasi,      Lunga Lunga Health Centre,Donholm Clinic,12920,4,LA,0,0,0,0
480,480,Nairobi,Embakasi,      Lunga Lunga Health Centre,Embakasi Health Centre,12935,10,LA,259,890,1149,0
481,481,Nairobi,Embakasi,      Lunga Lunga Health Centre,Kayole II Sub-District Hospital,13016,9,LA,2780,2020,4800,0
482,482,Nairobi,Embakasi,      Lunga Lunga Health Centre,Kayole I Health Centre,13015,8.9,LA,0,0,0,0
483,483,Nairobi,Embakasi,      Lunga Lunga Health Centre,Coni Medical Centre,12958,7.6,LA,60,337,397,0
484,484,Nairobi,Embakasi,      Lunga Lunga Health Centre,Diwopa Medical Centre,12917,10,LA,0,0,0,0
485,485,Nairobi,Makadara,      Lunga Lunga Health Centre,Mukuru Rueben,13100,10,LA,322,1011,1333,0
486,486,Nairobi,Makadara,      Lunga Lunga Health Centre,Jericho Health Centre,12988,6,LA,351,927,1278,0
487,487,Nairobi,Makadara,      Lunga Lunga Health Centre,Umoja Health Centre,13240,10,LA,273,469,742,0
488,488,Nairobi,Makadara,      Lunga Lunga Health Centre,Makadara Health Centre,13056,5,MoH,459,1255,1714,0
489,489,Nairobi,Makadara,      Lunga Lunga Health Centre,Remand Dispensary,13161,13,PRS,415,1611,2026,0
490,490,Nairobi,Makadara,Mater Hospital,,13074,0,FBO,76,153,229,1
491,491,Nairobi,Embakasi,      Mater Hospital,Brother Andre Clinic,12887,11,FBO,0,0,0,0
492,492,Nairobi,Embakasi,      Mater Hospital,Kayole Soweto Clinic,13017,9,FBO,513,1676,2189,0
493,493,Nairobi,Embakasi,      Mater Hospital,Mukuru MMM Clinic,13101,3,FBO,354,1440,1794,0
494,494,Nairobi,Embakasi,      Mater Hospital,Ruai Catholic Clinic,13169,19,FBO,0,0,0,0
495,495,Nairobi,Embakasi,      Mater Hospital,Ruben Centre Clinic,13173,5,FBO,322,1011,1333,0
496,496,Nairobi,Makadara,      Mater Hospital,St Lukes Kaloleni,11818,12,FBO,0,0,0,0
497,497,Nairobi,Makadara,      Mater Hospital,Cana Family Clinic,12889,13,FBO,0,0,0,0
498,498,Nairobi,Makadara,      Mater Hospital,Mater(Makadara),17657,1,FBO,0,0,0,0
499,499,Nairobi,Kamukunji,Pumwani Maternity Hospital,,13156,0,MoH,2314,5108,7422,2
500,500,Nairobi,Kamukunji,      Pumwani Maternity Hospital,Mary Immaculate Sisters Dispensary,13072,0,FBO,0,0,0,0
501,501,Nairobi,Kamukunji,      Pumwani Maternity Hospital,St Teresa's Dispensary,13226,0,FBO,0,0,0,0
502,502,Nairobi,Kamukunji,      Pumwani Maternity Hospital,St Vincent Dispensary,13230,1,FBO,0,0,0,0
503,503,Nairobi,Kamukunji,      Pumwani Maternity Hospital,Biafra Dispensary,12883,0,LA,0,0,0,0
504,504,Nairobi,Kamukunji,      Pumwani Maternity Hospital,Shauri Moyo Baptist VCT Centre,13183,0,FBO,0,0,0,0
505,505,Nairobi,Kamukunji,      Pumwani Maternity Hospital,Bahati Health Centre,12879,4,LA,194,468,662,0
506,506,Nairobi,Kamukunji,      Pumwani Maternity Hospital,Eastleigh Health Centre,12930,0,LA,0,0,0,0
507,507,Nairobi,Kamukunji,      Pumwani Maternity Hospital,Jerusalem Clinic,12989,0,LA,0,0,0,0
508,508,Nairobi,Kamukunji,      Pumwani Maternity Hospital,Muthurwa Clinic,13104,0,LA,0,0,0,0
509,509,Nairobi,Kamukunji,      Pumwani Maternity Hospital,Pumwani Clinic,13154,1,LA,0,0,0,0
510,510,Nairobi,Kamukunji,      Pumwani Maternity Hospital,Pumwani Majengo Dispensary,13155,1,LA,0,0,0,0
511,511,Nairobi,Kamukunji,      Pumwani Maternity Hospital,Pumwani Maternity VCT Centre,13157,0,LA,0,0,0,0
512,512,Nairobi,Kamukunji,      Pumwani Maternity Hospital,Shauri Moyo Clinic,13184,0,LA,0,0,0,0
513,513,Nairobi,Kasarani,Mathare North Health Centre,,13077,0,MoH,1105,3455,4560,1
514,514,Nairobi,Kasarani,      Mathare North Health Centre,Babadogo Health Centre,12876,3,LA,1009,2454,3463,0
515,515,Nairobi,Kasarani,      Mathare North Health Centre,Kamiti Prison Hospital,13000,13.1,MoH,359,1161,1520,0
516,516,Nairobi,Kasarani,      Mathare North Health Centre,Kariobangi Health Centre,13006,3.1,MoH,248,2166,2414,0
517,517,Nairobi,Kasarani,      Mathare North Health Centre,Samaritan Comm Dispensary,13177,0,MoH,0,0,0,0
518,518,Nairobi,Kasarani,      Mathare North Health Centre,Huruma NCCK,12972,1.4,MoH,120,322,442,0
519,519,Nairobi,Kasarani,      Mathare North Health Centre,Redemeed Health Centre,13160,7.4,MoH,0,0,0,0
520,520,Nairobi,Kasarani,      Mathare North Health Centre,Huruma Lions Dispensary,12974,1.4,MoH,257,976,1233,0
521,521,Nairobi,Kasarani,      Mathare North Health Centre,Little sisters of Saint Francis,13203,7.4,MoH,0,0,0,0
522,522,Nairobi,Kasarani,      Mathare North Health Centre,Uzima Dispensary,13246,6,MoH,142,692,834,0
523,523,Nairobi,Kasarani,STC Casino Clinic,,13153,0,MoH,699,2534,3233,0
524,524,Nairobi,Kasarani,      STC Casino Clinic,Rhodes,13163,14,MoH,788,1671,2459,2
525,525,Nairobi,Kasarani,      STC Casino Clinic,Ngaira Health Centre,13121,0,MoH,0,0,0,0
526,526,Nairobi,Kasarani,      STC Casino Clinic,Loco Dispensary,13051,15.6,MoH,184,655,839,0
527,527,Nairobi,Kasarani,      STC Casino Clinic,Ngara HC,13122,12.4,MoH,149,384,533,0
528,528,Nairobi,Kasarani,      STC Casino Clinic,Bahati Health Centre,12879,0,MoH,,,0,0
529,529,Nairobi,Kasarani,      STC Casino Clinic,Eastleigh Health Centre,12930,0,MoH,,,0,0
530,530,Nairobi,Starehe,      STC Casino Clinic,Lagos Road Dispensary,13039,0,LA,0,0,0,0
531,531,Nairobi,Starehe,      STC Casino Clinic,Kariokor Clinic,13007,0,LA,0,0,0,0
532,532,Nairobi,Kasarani,St Francis Catholic Dispensary (Nairobi North),,13202,0,FBO,0,0,0,0
533,533,Nairobi,Kasarani,      St Francis Catholic Dispensary (Nairobi North),Piemu Medical Health Centre,13141,0,FBO,0,0,0,0
534,534,Nairobi,Kasarani,      St Francis Catholic Dispensary (Nairobi North),Provide International Korogocho,13150,11,FBO,260,484,744,0
535,535,Nairobi,Kasarani,      St Francis Catholic Dispensary (Nairobi North),Samaritan Comm Dispensary,13177,0,FBO,,,0,0
536,536,Nairobi,Kasarani,      St Francis Catholic Dispensary (Nairobi North),St Francis Health Centre (Nairobi North),13203,0,FBO,0,0,0,0
537,537,Nairobi,Kasarani,      St Francis Catholic Dispensary (Nairobi North),St Joseph Mukasa Dispensary,13208,3.7,FBO,402,1068,1470,0
538,538,Nairobi,Kasarani,      St Francis Catholic Dispensary (Nairobi North),Vision Peoples Inter Health Centre,13248,0,FBO,0,0,0,0
539,539,Nairobi,Starehe,Mathare Hospital,,13076,0,MoH,285,626,911,0
540,540,Nairobi,Starehe,      Mathare Hospital,CMA (Jamia) Clinic,12899,0,FBO,0,0,0,0
541,541,Nairobi,Starehe,      Mathare Hospital,CMA (Pangani) Clinic,12900,0,FBO,0,0,0,0
542,542,Nairobi,Starehe,      Mathare Hospital,Mathare Police Depot,13078,0,MoH,0,0,0,0
543,543,Nairobi,Starehe,      Mathare Hospital,Pangani Dispensary,13138,0,LA,0,0,0,0
544,544,Nairobi,Starehe,      Mathare Hospital,Upendo Dispensary,13243,0,MoH,0,0,0,0
545,545,Nairobi,Kasarani,      Mathare Hospital,Kenyatta University Clinic,13024,0,MoH,0,0,0,0
546,546,Nairobi,Kasarani,      Mathare Hospital,Kahawa West Health Center,12997,20.6,MoH,275,892,1167,0
547,547,Nairobi,Kasarani,      Mathare Hospital,Kasarani Health Center,13010,8,LA,420,1155,1575,0
548,548,Nairobi,Kasarani,      Mathare Hospital,NSIS Health Centre (Ruaraka),13127,8.8,MoH,0,0,0,0
549,549,Nairobi,Kasarani,      Mathare Hospital,NYS HQ Health Centre (Nairobi North),13130,0,MoH,0,0,0,0
550,550,Nairobi,Kamukunji,SOS Dispensary,,13189,0,MoH,0,0,0,1
551,551,Nairobi,Starehe,      SOS Dispensary,Sex Workers Operation Project (SWOP),13180,0,NGO,417,1319,1736,0
552,552,Nairobi,Dagoretti,Kenyatta National Hospital,,13023,0,PAR,6150,17893,24043,3
553,553,Nairobi,Dagoretti,Mbagathi District Hospital,,13080,0,MoH,4175,11768,15943,3
554,554,Nairobi,Dagoretti,National HIV Reference Lab,,0,0,PAR,0,0,0,2
555,555,Nairobi,Dagoretti,      National HIV Reference Lab,National Blood Transfusion Centre,0,0,PAR,0,0,0,1
556,556,Nairobi,Dagoretti,      National HIV Reference Lab,Riruta Health Centre,13165,9,LA,2292,8094,10386,2
557,557,Nairobi,Dagoretti,      National HIV Reference Lab,Waithaka Health Center,13249,12,LA,189,810,999,2
558,558,Nairobi,Westlands,      National HIV Reference Lab,Kangemi Health Centre,13001,13.6,LA,994,3044,4038,0
559,559,Nairobi,Dagoretti,      National HIV Reference Lab,Kivuli Dispensary,13036,8.5,FBO,158,379,537,0
560,560,Nairobi,Dagoretti,      National HIV Reference Lab,NASCOP VCT,13119,1,MoH,0,0,0,0
561,561,Kiambu,Kikuyu,      National HIV Reference Lab,KARI Dispensary,13005,13.8,MoH,0,0,0,0
562,562,Nairobi,Westlands,      National HIV Reference Lab,Maria Immaculate Health Centre,13062,0,FBO,0,0,0,0
563,563,Nairobi,Westlands,      National HIV Reference Lab,Westlands Health Centre,13258,7,MoH,471,1177,1648,0
564,564,Nairobi,Westlands,      National HIV Reference Lab,Daughters Of Charity,0,0,MoH,0,0,0,1
565,565,Nairobi,Westlands,      National HIV Reference Lab,Woodley Health Centre,13259,0,MoH,0,0,0,0
566,566,Nairobi,Westlands,      National HIV Reference Lab,Chandaria Health Centre,12893,0,MoH,0,0,0,0
567,567,Nairobi,Westlands,      National HIV Reference Lab,Ngong Road Health Centre,13123,0,MoH,0,0,0,0
568,568,Nairobi,Westlands,      National HIV Reference Lab,Mutuini Sub-District Hospital,13105,14.5,MoH,79,190,269,0
569,569,Nairobi,Dagoretti,Armed Forces Memorial Hospital,,20104,0,AMF,0,0,0,1
570,570,Nairobi,Embakasi,      Armed Forces Memorial Hospital,APTC Health Centre,12871,0,AMF,40,42,82,0
571,571,Nairobi,Embakasi,      Armed Forces Memorial Hospital,Garrison Health Centre,12947,0,AMF,0,0,0,0
572,572,Nairobi,Embakasi,      Armed Forces Memorial Hospital,GSU Health Centre (Nairobi East),12962,0,AMF,54,30,84,0
573,573,Nairobi,Kasarani,      Armed Forces Memorial Hospital,GSU HQ Dispensary (Ruaraka),12963,0,AMF,37,177,214,0
574,574,Nairobi,Langata,      Armed Forces Memorial Hospital,Langata MRS Health Centre,13043,0,AMF,0,0,0,0
575,575,Nairobi,Langata,      Armed Forces Memorial Hospital,Mrs Karen Dsc Dispensary,13099,0,AMF,0,0,0,0
576,576,Nairobi,Westlands,      Armed Forces Memorial Hospital,DOD Mrs Dispensary,12918,0,AMF,0,0,0,0
577,577,Nairobi,Westlands,      Armed Forces Memorial Hospital,Kabete Barracks Dispensary,12994,0,AMF,0,0,0,0
578,578,Nairobi,Langata,KEMRI Immunology Lab HQs,,0,0,PAR,0,0,0,0
579,579,Nairobi,Dagoretti,      KEMRI Immunology Lab HQs,KEMRI Clinic,13019,0,MoH,0,0,0,1
580,580,Nairobi,Langata,      KEMRI Immunology Lab HQs,GSN West,0,0,NGO,0,0,0,0
581,581,Nairobi,Langata,      KEMRI Immunology Lab HQs,Karen Health Centre,13003,0,LA,558,1697,2255,0
582,582,Nairobi,Starehe,      KEMRI Immunology Lab HQs,Family Health Options Phoenix,12939,0,NGO,0,0,0,0
583,583,Nairobi,Starehe,      KEMRI Immunology Lab HQs,Family Health Options Ribeiro,12940,0,NGO,0,0,0,0
584,584,Nairobi,Langata,      KEMRI Immunology Lab HQs,Kibera DO Clinic,13029,9.5,MoH,120,405,525,0
585,585,Nairobi,Starehe,      KEMRI Immunology Lab HQs,GSN North,0,0,NGO,0,0,0,0
586,586,Nairobi,Starehe,      KEMRI Immunology Lab HQs,KENWA,13020,0,NGO,0,0,0,0
587,587,Nairobi,Dagoretti,CDC FACES- KEMRI Nairobi,,0,0,,0,0,0,0
588,588,Nairobi,Dagoretti,      CDC FACES- KEMRI Nairobi,KEMRI/ UCSF,18505,0,NGO,0,0,0,1
589,589,Nairobi,Langata,CDC GAP,,0,0,,0,0,0,0
590,590,Nairobi,Langata,      CDC GAP,Tabitha Clinic,13234,0,NGO,0,0,0,1
591,591,Nairobi,Langata,St Mary's Mission Hospital,,13218,0,FBO,1943,4529,6472,0
592,592,Nairobi,Langata,AMREF,,13028,0,NGO,1480,4709,6189,0
593,593,Nairobi,Langata,      AMREF,Langata Health Centre,13041,7,LA,696,2012,2708,2
594,594,Nairobi,Langata,      AMREF,Ushirika Health Centre,13245,0,NGO,236,868,1104,0
595,595,Nairobi,Langata,Nyumbani Children's Home,,13131,0,,0,0,0,0
596,596,Nairobi,Langata,      Nyumbani Children's Home,COGRI_LEA TOTO KARIOBANGI,13047,0,FBO,0,0,0,0
597,597,Nairobi,Langata,      Nyumbani Children's Home,COGRI_LEA TOTO KIBERA,13048,0,FBO,0,0,0,0
598,598,Nairobi,Langata,      Nyumbani Children's Home,COGRI_LEA TOTO KAWANGWARE,0,0,FBO,0,0,0,0
599,599,Nairobi,Langata,      Nyumbani Children's Home,COGRI_LEA TOTO MUKURU,17720,0,FBO,0,0,0,0
600,600,Nairobi,Langata,      Nyumbani Children's Home,COGRI_LEA TOTO NYUMBANI VILLAGE KITUI,0,0,FBO,0,0,0,0
601,601,Nairobi,Langata,Dream Centre Dispensary,,12929,0,FBO,1731,3046,4777,0
602,602,Nairobi,Langata,      Dream Centre Dispensary,Cotolengo Home,12907,0,FBO,0,0,0,0
603,603,Nairobi,Westlands,Coptic Hospital,,12905,0,FBO,6691,13605,20296,0
604,604,Nairobi,Makadara,      Coptic Hospital,Coptic Clinic,12904,0,FBO,0,0,0,0
605,605,Nairobi,Westlands,Liverpool VCT and Care,,13050,0,NGO,0,0,0,0
606,606,Garissa,Garissa,Garissa Provincial General Hospital,,13346,0,MoH,848,2036,2884,4
607,607,Garissa,Fafi,      Garissa Provincial General Hospital,Fafi District Hospital,13339,118,MoH,0,0,0,0
608,608,Garissa,Fafi,      Garissa Provincial General Hospital,Hagadera Mission Hospital,13359,110,NGO,0,0,0,0
609,609,Garissa,Garissa,      Garissa Provincial General Hospital,Balambala Sub-District Hospital,13298,120,MoH,0,0,0,0
610,610,Garissa,Garissa,      Garissa Provincial General Hospital,Iftin Sub District Hosptial,13369,6,MoH,16,43,59,0
611,611,Garissa,Ijara,      Garissa Provincial General Hospital,Hulugho Sub-District Hospital,13365,200,MoH,0,2,2,0
612,612,Garissa,Ijara,      Garissa Provincial General Hospital,Ijara Health Centre,13370,118,MoH,31,150,181,0
613,613,Garissa,Ijara,      Garissa Provincial General Hospital,Masalani District Hospital,13406,170,MoH,54,0,54,0
614,614,Garissa,Lagdera,      Garissa Provincial General Hospital,Dadaab Sub health Center,13316,106,MoH,0,0,0,0
615,615,Garissa,Lagdera,      Garissa Provincial General Hospital,Liboi Health Centre,13398,182,MoH,0,0,0,0
616,616,Garissa,Lagdera,      Garissa Provincial General Hospital,Modogashe Sub District Hospital,13411,161,MoH,0,38,38,0
617,617,Garissa,Lagdera,      Garissa Provincial General Hospital,Dadaab Sub-District Hospital,13316,100,MoH,1,4,5,0
618,618,Garissa,Lagdera,      Garissa Provincial General Hospital,Dagahaley Hospital,13318,120,NGO,0,0,0,0
619,619,Garissa,Lagdera,      Garissa Provincial General Hospital,Ifo Hospital,13368,111,NGO,0,0,0,0
620,620,Mandera,Mandera East,      Garissa Provincial General Hospital,Mandera District Hospital,13402,800,MoH,77,294,371,3
621,621,Mandera,Mandera Central,      Garissa Provincial General Hospital,Elwak District Hospital,13335,560,MoH,0,0,0,1
622,622,Mandera,Mandera Central,      Garissa Provincial General Hospital,Rhamu Sub District Hospital,13423,720,MoH,0,14,14,0
623,623,Mandera,Mandera East,      Garissa Provincial General Hospital,Lafey Sub District Hospital,13392,600,MoH,0,0,0,0
624,624,Mandera,Mandera West,      Garissa Provincial General Hospital,Takaba District Hospital,13445,516,MoH,2,19,21,0
625,625,Wajir,Wajir East,      Garissa Provincial General Hospital,Wajir District Hospital,13452,360,MoH,152,275,427,2
626,626,Wajir,Wajir North,      Garissa Provincial General Hospital,Ajawa Health Centre,13272,508,MoH,0,0,0,0
627,627,Wajir,Wajir West,      Garissa Provincial General Hospital,Arbajahan Health Centre,13291,374,MoH,0,0,0,0
628,628,Wajir,Wajir North,      Garissa Provincial General Hospital,Buna Sub District Hospital,13312,560,MoH,0,5,5,0
629,629,Wajir,Wajir North,      Garissa Provincial General Hospital,Bute District Hospital,13314,650,MoH,2,24,26,0
630,630,Wajir,Wajir North,      Garissa Provincial General Hospital,Danaba Health Centre,13322,596,MoH,0,0,0,0
631,631,Wajir,Wajir West,      Garissa Provincial General Hospital,Eldas Health Centre,13333,442,MoH,0,0,0,0
632,632,Wajir,Wajir West,      Garissa Provincial General Hospital,Griftu District Hospital,13352,374,MoH,3,4,7,0
633,633,Wajir,Wajir North,      Garissa Provincial General Hospital,Gurar Health Centre,13355,562,MoH,0,0,0,0
634,634,Wajir,Wajir South,      Garissa Provincial General Hospital,Habaswein District Hospital,13357,250,MoH,0,0,0,0
635,635,Wajir,Wajir East,      Garissa Provincial General Hospital,Khorof Harar Sub-District Hospital,13380,520,MoH,0,0,0,0
636,636,Wajir,Wajir North,      Garissa Provincial General Hospital,Korondille Health Centre,13384,479,MoH,0,0,0,0
637,637,Wajir,Wajir South,      Garissa Provincial General Hospital,Sabuli Health Centre,13428,131,MoH,0,0,0,0
638,638,Siaya,Bondo,Bondo District Hospital,,13507,0,MoH,3401,13117,16518,1
639,639,Siaya,Bondo,      Bondo District Hospital,Got Agulu Health Center,13588,30,MoH,899,2103,3002,0
640,640,Siaya,Bondo,      Bondo District Hospital,Mageta,13750,35,MoH,4,492,496,0
641,641,Siaya,Bondo,      Bondo District Hospital,Matangwe Health Centre,13787,9,MoH,424,993,1417,0
642,642,Siaya,Bondo,      Bondo District Hospital,Nyangoma Health Center (Bondo),13929,12,MoH,527,1334,1861,0
643,643,Siaya,Bondo,      Bondo District Hospital,Oyamo Dispensary,14007,14.7,MoH,56,81,137,0
644,644,Siaya,Bondo,      Bondo District Hospital,Usigu Dispensary,14164,22.6,MoH,1820,4294,6114,0
645,645,Siaya,Bondo,      Bondo District Hospital,Uyawi Dispensary,14165,1,MoH,779,2179,2958,0
646,646,Kisii,Gucha,Tabaka Mission Hospital,,14139,0,FBO,854,1787,2641,1
647,647,Kisii,Gucha,      Tabaka Mission Hospital,Etago Health Centre,13550,54,MoH,116,271,387,0
648,648,Kisii,Gucha,      Tabaka Mission Hospital,Nduru District Hospital,13847,22.7,MoH,397,1234,1631,0
649,649,Kisii,Gucha,      Tabaka Mission Hospital,Gucha District Hospital/ogembo,13594,20,MoH,36,3225,3261,3
650,650,Kisii,Gucha,      Tabaka Mission Hospital,Kenyenya Sub District Hospital,17677,58,MoH,9,55,64,0
651,651,Kisii,Gucha,      Tabaka Mission Hospital,Nyacheki Sub District Hospital,13867,41.4,MoH,26,625,651,0
652,652,Kisii,Gucha,      Tabaka Mission Hospital,Nyamache Sub District Hospital,13891,24,MoH,46,1523,1569,0
653,653,Kisii,Gucha,      Tabaka Mission Hospital,Sengera Health Centre,14076,24.5,FBO,12,0,12,0
654,654,Homa Bay,Homa Bay,Homabay District Hospital,,13608,0,MoH,9163,437,9600,2
655,655,Homa Bay,Homa Bay,      Homabay District Hospital,Kijawa Dispensary,16765,11.7,MoH,14,45,59,0
656,656,Homa Bay,Homa Bay,      Homabay District Hospital,Marindi Dispensary,13777,19,MoH,1207,2096,3303,0
657,657,Homa Bay,Homa Bay,      Homabay District Hospital,Ndiru Health Center,13843,30,MoH,666,2282,2948,0
658,658,Homa Bay,Homa Bay,      Homabay District Hospital,Nyagoro Health Centre,13875,12,MoH,627,160,787,0
659,659,Homa Bay,Homa Bay,      Homabay District Hospital,Rangwe Sub District Hospital,14036,24,MoH,479,101,580,0
660,660,Homa Bay,Ndhiwa,Ndhiwa Sub District Hospital,,13841,0,MoH,225,0,225,0
661,661,Homa Bay,Ndhiwa,      Ndhiwa Sub District Hospital,Amoyo Dispensary,13972,43,MoH,23,113,136,0
662,662,Homa Bay,Ndhiwa,      Ndhiwa Sub District Hospital,Got Kojowi Health Center,13589,12,MoH,81,150,231,0
663,663,Homa Bay,Ndhiwa,      Ndhiwa Sub District Hospital,Kadhola Dispensary,16769,1,MoH,12,48,60,0
664,664,Homa Bay,Ndhiwa,      Ndhiwa Sub District Hospital,Kenya Accorn Health Center,13670,0,NGO,574,1292,1866,0
665,665,Homa Bay,Ndhiwa,      Ndhiwa Sub District Hospital,Lwanda Awiti Dispensary,16770,1,MoH,15,22,37,0
666,666,Homa Bay,Ndhiwa,      Ndhiwa Sub District Hospital,Magina Health Centre,13751,18.7,MoH,69,2025,2094,0
667,667,Homa Bay,Ndhiwa,      Ndhiwa Sub District Hospital,,13841,0,MoH,225,0,225,0
668,668,Homa Bay,Ndhiwa,      Ndhiwa Sub District Hospital,Ndisi Dispensary,16771,11.2,MoH,0,0,0,0
669,669,Homa Bay,Ndhiwa,      Ndhiwa Sub District Hospital,Oridi Dispensary,16767,7.5,MoH,30,62,92,0
670,670,Homa Bay,Ndhiwa,      Ndhiwa Sub District Hospital,Pala Health Centre,14011,1.7,MoH,67,2065,2132,0
671,671,Homa Bay,Homa Bay,HomaHills Hospital,,13606,0,FBO,880,2057,2937,1
672,672,Homa Bay,Homa Bay,Asumbi Mission Hospital,,13488,0,FBO,1341,2965,4306,1
673,673,Kisii,Kisii Central,Kisii Level 5 Hospital,,13703,0,MoH,6075,11464,17539,3
674,674,Kisii,Kisii Central,      Kisii Level 5 Hospital,Christamarrianne Hospital,13527,2,MoH,303,460,763,0
675,675,Kisii,Kisii Central,      Kisii Level 5 Hospital,Ibeno Sub District Hospital,13612,14,MoH,86,297,383,0
676,676,Kisii,Kisii Central,      Kisii Level 5 Hospital,Keumbu sub District Hospital,13680,13,MoH,905,2373,3278,0
677,677,Kisii,Kisii Central,      Kisii Level 5 Hospital,Kiogoro Health Centre,13696,7,MoH,165,415,580,0
678,678,Kisii,Kisii Central,      Kisii Level 5 Hospital,Marani Sub District Hospital,13772,17,MoH,507,1370,1877,0
679,679,Kisii,Kisii Central,      Kisii Level 5 Hospital,Oresi Health Centre,13991,2,MoH,508,1348,1856,0
680,680,Kisii,Kisii Central,      Kisii Level 5 Hospital,Raganga Health Centre,14025,12.6,MoH,101,358,459,0
681,681,Kisii,Kisii South,      Kisii Level 5 Hospital,Iyabe District Hospital,13631,12,MoH,321,795,1116,0
682,682,Kisii,Kisii South,      Kisii Level 5 Hospital,Nyamagundo Health Centre,13892,10.2,MoH,56,156,212,0
683,683,Kisii,Kisii South,      Kisii Level 5 Hospital,Riana Health Centre,14045,15,MoH,145,433,578,0
684,684,Kisii,Kisii South,      Kisii Level 5 Hospital,Riotanchi Health Centre,14054,11,MoH,83,208,291,0
685,685,Nyamira,Manga,      Kisii Level 5 Hospital,Manga District Hospital,13766,15,MoH,35,985,1020,0
686,686,Kisii,Gucha,      Kisii Level 5 Hospital,Gucha District Hospital/ogembo,13594,20,MoH,,,0,0
687,687,Kisii,Gucha,      Kisii Level 5 Hospital,Kenyenya Sub District Hospital,17677,58,MoH,,,0,0
688,688,Kisii,Gucha,      Kisii Level 5 Hospital,Nyacheki Sub District Hospital,13867,48.9,MoH,,,0,0
689,689,Kisii,Gucha,      Kisii Level 5 Hospital,Nyamache Sub District Hospital,13891,24,MoH,,,0,0
690,690,Kisii,Gucha,      Kisii Level 5 Hospital,Sengera Health Centre,14076,30.8,FBO,,,0,0
691,691,Kisii,Gucha,      Kisii Level 5 Hospital,Etago Health Centre,13550,54,MoH,,,0,0
692,692,Kisii,Gucha,      Kisii Level 5 Hospital,Nduru District Hospital,13847,36.2,MoH,,,0,0
693,693,Nyamira,Masaba South,      Kisii Level 5 Hospital,Masimba Sub district hospital,13783,36,MoH,9,827,836,0
694,694,Nyamira,Masaba South,      Kisii Level 5 Hospital,Gesusu SubDistrict Hospital,13564,37,MoH,247,1408,1655,0
695,695,Nyamira,Masaba South,      Kisii Level 5 Hospital,Masaba District Hospital,13678,27.2,MoH,48,249,297,0
696,696,Kisumu,Kisumu East,New Nyanza Provincial General hospital,,13939,0,MoH,9908,0,9908,3
697,697,Kisumu,Kisumu East,      New Nyanza Provincial General hospital,Family Health Options Kenya (FHOK),13552,2.1,NGO,416,1355,1771,0
698,698,Kisumu,Kisumu East,      New Nyanza Provincial General hospital,Hongo Ogosa Dispensary,13609,29.5,LA,442,844,1286,0
699,699,Kisumu,Kisumu East,      New Nyanza Provincial General hospital,Kibos Prison Dispensary,13689,6,MoH,61,177,238,0
700,700,Kisumu,Kisumu East,      New Nyanza Provincial General hospital,Kodiaga Health Center,13709,11,MoH,695,3074,3769,0
701,701,Kisumu,Kisumu East,      New Nyanza Provincial General hospital,Nyahera Sub District Hospital,13880,13,MoH,557,1978,2535,0
702,702,Kisumu,Kisumu East,      New Nyanza Provincial General hospital,Tuungane Youth Centre (Kisumu East),16663,28.8,MoH,301,1669,1970,0
703,703,Kisumu,Kisumu West,      New Nyanza Provincial General hospital,Chulaimbo District Hospital,13528,45.1,MoH,5538,13984,19522,0
704,704,Kisumu,Kisumu East,Kisumu District Hospital,,13704,0,MoH,3792,9215,13007,3
705,705,Kisumu,Kisumu East,      Kisumu District Hospital,AIDS Resource Center,0,0,NGO,0,0,0,0
706,706,Kisumu,Kisumu East,      Kisumu District Hospital,Liverpool VCT (Kisumu East),16662,0,NGO,0,0,0,0
707,707,Kisumu,Kisumu East,      Kisumu District Hospital,Migosi Health Centre,13807,3,MoH,280,1040,1320,0
708,708,Kisumu,Kisumu East,      Kisumu District Hospital,Rabuor Health Centre,14020,13,MoH,1133,2121,3254,0
709,709,Kisumu,Kisumu East,Lumumba Health Centre (Faces),,13738,0,LA,4101,11424,15525,0
710,710,Kisumu,Kisumu East,      Lumumba Health Centre (Faces),Nyangande Dispensary,13923,21.4,MoH,630,1186,1816,0
711,711,Kisumu,Kisumu East,      Lumumba Health Centre (Faces),Pand Pieri Dispensary,14012,3.5,FBO,1745,3890,5635,0
712,712,Kisumu,Kisumu East,Port Florence Community Hospital,,14017,0,FBO,1077,1073,2150,0
713,713,Kisumu,Kisumu East,      Port Florence Community Hospital,St Monica(St Monica),14120,6,FBO,1715,5482,7197,0
714,714,Kisumu,Kisumu East,      Port Florence Community Hospital,St Elizabeth Chiga Dispensary,14106,13.7,FBO,1154,2322,3476,1
715,715,Kisumu,Kisumu West,Kombewa District Hospital,,13714,0,FBO,2121,6746,8867,3
